name,artist,lyric
Young Girls,Bruno Mars,"I spent all my money, bought a big old fancy car
For these bright-eyed honies
Oh, yeah, you know who you are
Keep me up 'til the sun is high
'Til the birds start calling my name
I'm addicted and I don't know why
Guess I've always been this way

All these roads steer me wrong
But I still drive them all night long, all night long

All you young wild girls
You make a mess of me
Yeah, you young wild girls
You'll be the death of me, the death of me
All you young wild girls
No matter what you do
Yeah, you young wild girls
I'll always come back to you, come back to you

I get lost under these lights
I get lost in the words I say
Start believing my own lies
Like ""Everything will be okay""
Oh, I still dream of a simple life
Boy meets girl, makes her his wife
But love don't exist
When you live like this
That much I know, yes I know

All these roads steer me wrong
But I still drive them all night long, all night long

All you young wild girls
You make a mess of me
Yeah, you young wild girls
You'll be the death of me, the death of me
All you young wild girls
No matter what you do
Yeah, you young wild girls
I'll always come back to you, come back to you

You, you, you,
You, you, you
Yeah, you, you, you
You, you, you, you

All you young wild girls
You make a mess of me
Yeah, you young wild girls
You'll be the death of me, the death of me
All you young wild girls
No matter what you do
Yeah, you young wild girls
I'll always come back to you, come back to you"
Show Me,Bruno Mars,"Baby here we are again

I can see it in your eyes, you want a good time
You wanna put your body on mine
Alright but don't change your mind, don't you change it, oh no

Oh yeah you called me today, drove all this way
So don't let this buzz go to waste
Oh no, your pleasure pleasure island is where we can go

No I won't think you're easy, no I won't think you're fast
Your eyes say, ""Oh, please me,"" but your lips scared to ask
No need to fight it, when you know it feels right
You say you're a woman who knows what she likes

Then show me, you got to, you got to show me
You tell me all day that you're lonely
But show me show me show me tonight
Girl show me, you got to, you got to show me
You tell me all day that you're lonely
But show me show me show me tonight

Love the way that you laugh, the way that you smile
Makes me feel like you've been waiting a while
Well guess what darling? I've been waiting too
So let's grind, we can get freaky tonight
Right is your ticket to ride
Tell me girl what you gon' do

No I won't think you're easy, no I won't think you're fast
Your eyes say, ""Oh, please me,"" but your lips scared to ask
No need to fight it, when you know it feels right
You say you're a woman who knows what she likes

Then show me, you got to, you got to show me
You tell me all day that you're lonely
But show me show me show me tonight
Girl, show me, you got to, you got to, show me
You tell me all day that you're lonely
But show me show me show me tonight

It's getting freaky in this room room room
Now let me hear you say you want that boom boom boom
We can take it slow, we can zoom zoom zoom
Baby if you're ready for that uh, uh, uh

It's getting freaky in this room room room
Now let me hear you say you want that boom boom boom
We can take it slow, we can zoom zoom zoom
Baby if you're ready for that uh, uh, uh

Then show me, you got to, you got to show me
You tell me all day that you're lonely
But show me show me show me tonight
Girl, show me, you got to, you got to, show me
You tell me all day that you're lonely
But show me show me show me tonight
"
Moonshine,Bruno Mars,"Hello (hello)
Uh, you know you look even better
Than the way you did the night before (before)
And the moment that you kissed my lips
You know I start to feel wonderful (wonderful)
It's something incredible, there's sex in your chemicals
Oh (there's sex in your chemicals)
Ooh, let's go
Uh, you're the best way I know to escape the extraordinary (ordinary)
This world ain't for you and I know for damn sure
This world ain't for me (world ain't for me)
Lift off and say goodbye
Just let your fire set me free
Oh, moonshine, take us to the stars tonight
Take us to that special place
That place we went the last time, the last time
I know (I know)
Uh, I was with you last night
But it feels like it's been so long (so long)
And everybody that's around me knows
That I'm not myself when your gone (self when your gone)
It's good to see you again, good to see you again
On top of the world (the world)
Uh, is where I stand when you're back in my life (in my life)
Life's not so bad when you're way up this high
Everything is alright ('thing is alright)
Everything is alright
Oh, moonshine, take us to the stars tonight
Take us to that special place
That place we went the last time, the last time
Oh, moonshine, your love it makes me come alive
Take us to that special place
That place we went the last time, the last time
Don't look down, don't you never look back
We are not afraid to die young and live fast
Give me good times, give me love, give me laughs
Let's take a ride to the sky before the night is gone
Moonshine, take us to the stars tonight
Take us to that special place
That place we went the last time, the last time
Oh, moonshine, your love it makes me come alive
Take us to that special place
That place we went the last time, the last time"
Tolong (Ku Sudah Bosan Sendirian),Budi Doremi,"Ku rasa ku sedang jatuh cinta
Karena rasanya ini berbeda
Oh apakah ini memang cinta
Selalu berbeda saat menatapnya
Mengapa aku begini
hilang berani dekat dengan mu
Ingin aku memilikimu
tapi aku tak tahu
Bagaimana caranya
Tolong katakan pada dirinya
Lagu ini kutuliskan untuknya
Nama yang selalu ku sebut dalam doa
Sampai aku mampu
Ucap maukah denganku?
Disini aku berdiri
menanti waktu yang tepat
hingga akhirnya ku mampu
Katakan padamu
Nama yang selalu ku sebut dalam doa
Mungkinkah dia tahu
Cinta yang ku mau
Bagaimana bisa bila punya cinta
Dalam hatimu aku tak tahu
Meski kau bernyanyi
aku tak mengerti
Entah sampai kapan menunggu harapan
Tolong beriku kepastian
Tolong beriku kasih sayang
Ku sudah bosan sendirian"
Melukis Senja,Budi Doremi,"Aku mengerti perjalanan hidup yang kini kau lalui
Ku berharap meski berat kau tak merasa sendiri
Kau telah berjuang menaklukankan hari-hari mu yang tak mudah
Biar ku menemanimu membasuh lelah mu
Izinkan ku lukis senja
Mengukir namamu di sana
Mendengar kamu bercerita
Menangis tertawa
Biar ku lukis malam
Bawa kamu bintang-bintang
Tuk temanimu yang terluka
Hingga kau bahagia
Aku disini walau letih coba lagi jangan berhenti
Ku berharap meski berat kau tak merasa sendiri
Kau telah berjuang menaklukankan hari-hari mu yang tak indah
Biar ku menemanimu membasuh lelah mu
Izinkan ku lukis senja
Mengukir namamu di sana
Mendengar kamu bercerita
Menangis tertawa
Biar ku lukis malam
Bawa kamu bintang-bintang
Tuk temanimu yang terluka
Hingga kau bahagia hah
Izinkan ku lukis senja
Mengukir namamu di sana
Mendengar kamu bercerita
Menangis tertawa
Biar ku lukis malam
Bawa kamu bintang-bintang
Tuk temanimu yang terluka
Hingga kau bahagia
Tuk temanimu yang terluka
Hingga kau bahagia"
Mesin Waktu,Budi Doremi,"Kalau harus ku mengingatmu lagi
Aku takkan sanggup dengan yang terjadi pada kita
Jika melupakanmu hal yang mudah
Ini takkan berat, takkan membuat hatiku lelah
Kalah, kuakui aku kalah
Cinta ini pahit dan tak harus memiliki
Jika aku bisa, ku akan kembali
Ku akan merubah takdir cinta yang kupilih
Meskipun tak mungkin, walaupun ku mau
Membawa kamu lewat mesin waktu
Jika melupakanmu hal yang mudah
Ini takkan berat, takkan membuat hatiku lelah
Panjang perjalanan yang harus kulalui
Merelakanmu
Jika aku bisa, ku akan kembali
Ku akan merubah takdir cinta yang kupilih
Meskipun tak mungkin, walaupun ku mau
Membawa kamu lewat mesin waktu, ho-uh-oh
Wo-uh-oh
Jika aku bisa, ku akan kembali
Ku akan merubah takdir cinta yang kupilih
Meskipun tak mungkin, walaupun ku mau
Membawa kamu, oh-oh
Jika aku bisa, ku akan kembali
Ku akan merubah takdir cinta yang kupilih
Meskipun tak mungkin, walaupun ku mau
Membawa kamu lewat mesin waktu"
Cinta Sejati,Bunga Citra Lestari,"Manakala hati
Menggeliat mengusik renungan
Mengulang kenangan
Saat cinta menemui cinta
Suara semalam
Dan siang seakan berlagu
Dapat aku dengar
Rindumu memanggil namaku
Saat aku tak lagi di sisimu
Kutunggu kau di keabadian
Aku tak pernah pergi
Selalu ada di hatimu
Kau tak pernah jauh
Selalu ada di dalam hatiku
Sukmaku berteriak
Menegaskan kucinta padamu
Terima kasih pada Mahacinta
Menyatukan kita
Saat aku tak lagi di sisimu
Kutunggu kau di keabadian
Cinta kita melukiskan sejarah
Menggelarkan cerita penuh sukacita
Sehingga siapa pun insan Tuhan pasti tahu
Cinta kita sejati
Lembah yang berwarna
Membentuk melekuk memeluk kita
Dua jiwa yang melebur jadi satu
Dalam kesucian cinta"
Karena Kucinta Kau,Bunga Citra Lestari,"Jika ada yang bilang ku lupa kau
Jangan kau dengar
Jika ada yang bilang ku tak setia
Jangan kau dengar
Banyak cinta yang datang mendekat
Ku menolak
Semua itu karena ku cinta kau
Saat kau ingat aku, ku ingat kau
Saat kau rindu, aku juga rasa
Ku tahu, kau selalu ingin denganku
Kulakukan yang terbaik, yang bisa kulakukan
Tuhan yang tahu ku cinta kau
Jika kau tak percaya padaku
Sakitnya aku
Jika kau lebih dengar mereka
Sedih hatiku"
Shameless,Camila Cabello,"Don't speak, no, don't try
It's been a secret for the longest time
Don't run (oh), no, don't hide
Been running from it for the longest time
So many mornings, I woke up confused
In my dreams, I do anything I want to you
My emotions are naked, they're taking me out of my mind
Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
I need you more than I want to
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
So we're there, now it's real
Now that you have me, do you want me still?
My kisses are history, they go back a long time, uh
And I'm tired of loving somebody that's not mine, no
So many mornings I woke up confused
In my dreams, I do anything I want to you
My emotions are naked, they're taking me out of my mind (mind)
Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
I need you more than I want to
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
There's just inches in between us
I want you to give in, I want you to give in, oh
There is tension in between us
I just wanna give in
And I don't care if I'm forgiven
Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
I need you more than I want to
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now
No, uh, uh, don't wanna do this now"
First Man,Camila Cabello,"Yes I'm gonna stay with him tonight
I'll see you in the mornin'
No of course, he won't drink and drive
Can you say bye to mom for me?
Oh you'll like him, he's really kind
And he's funny like you sometimes
And I found someone I really like
Maybe for the first time
No I don't need a jacket
It's not that cold tonight
And you worry, I get it
But he's waiting outside
I swear on my heart
That he's a good man
I know you'll stay up late
Just waiting for me
You held me so tight
Now someone else can
But you were the first man that really loved me
Now you're driving to the airport
Not just me you pick up anymore
I've got eight days off coming up
And I can only come home for four
Yeah I just met his family
They're just like you and mom
He makes me really happy
I think he might be the one, oh
I swear on my heart
That he's a good man
I promise he loves me
He'd never hurt me
You held me so tight
Now someone else can
But you were the first man that really loved me
Now you're on the driveway
Faking a smile
You wish you could tell him he doesn't deserve me
So I had to stop the car and turn around
To tell you, you were the first man that really loved me
And before they open up the doors
I say I've never seen you cry before
You say ""You've never looked so beautiful
You know you'll always be my little girl""
You're looking at me, while walking down the aisle
With tears in your eyes, maybe he deserves me
You don't even know how much it means to me now
That you were the first man that really loved me, that really loved me
You really love me"
OMG,Camila Cabello,"Baby, what'cha say?
I ain't here to, I ain't here to conversate
Baby, I don't play
From Miami, causin' trouble in LA
Rowdy, Tennessee
If I don't send for you, best not come for me
Jordan, 23
Guarantee you're gonna wanna leave with me
I got that la-la-la like
Pull up, pull up, pull up straight from Tokyo
You cannot believe it when we come through
Woo, my God, you look good today
Woo, my God, you look good today
Back up, back it up, back up, do it slow-mo
When she drop, it bounce back like a yo-yo
Woo, my God, you look good today
You look good today, yeah
Oh my God
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Ice cold, like my drink
Lose your concentration when you take a sip, yeah
Cyclone, make it spin
'Cause all I, all I, all I, all I do is win
Yeah I'm cut like a diamond, I'm cold
4 a.m., bloom like a rose
Girls like the summer, we're cold, oh
We got that la-la-la like
Pull up, pull up, pull up straight from Tokyo
You cannot believe it when we come through
Woo, my God, you look good today
Woo, my God, you look good today
Back up, back it up, back up do it slow-mo
When she drop, it bounce back like a yo-yo
Woo, my God, you look good today
You look good today, yeah
Oh, my God
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Oh my God, you're awesome (Oh my God)
Oh my God, yeah
Oh my God, she's look right, though (You know you look right)
Me and you, that's a iso (Me and you tonight)
Waist so small, look like lipo (Like lipo)
Moonwalk, my diamonds Michael (Mi-Michael)
She so fine, I call my best man (Brrr)
Ain't no rings on her left hand (No rings)
I had a dream I was in quicksand (Dream)
Then I woke up with the best plans (Oh my God, yeah)
Oh my god, you're awesome
Smoke more green than Boston (Green)
I make a play and call 'em
Oh my God, she flossin' (Woo)
On the cover of magazines, I'ma crown the queen (Queen)
Bad and boujee, thick and pretty
I'm givin' her wet dreams (Ooh, yeah)
I'm the main reason why her friends like me (Hey)
Having her mad at me, tackle me like an athlete (Ooh, yeah)
Pull up, pull up, pull up straight from Tokyo
You cannot believe it when we come through
Woo, my God, you look good today
Woo, my God, you look good today
Back up, back it up, back up do it slow-mo
When she drop, it bounce back like a yo-yo
Woo, my God, you look good today
You look good today, yeah
Oh my God"
"Consequences
",Camila Cabello,"Dirty tissues, trust issues
Glasses on the sink, they didn't fix you
Lonely pillows in a strangers bed
Little voices in my head
Secret keeping, stop the bleeding
Lost a little weight because I wasn't eating
All the songs that I can't listen to, to tell the truth
Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences
Hesitation, awkward conversation
Running on low expectation
Every siren that I was ignoring
I'm payin' for it
Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences
No, ooh ooh ooh ooh ooh ooh
Said, ooh ooh ooh ooh ooh ooh
Hey, no ooh ooh ooh ooh ooh ooh
Loving you was dumb, dark and cheap
Loving you will still take shots at me
Found loving you was sunshine, but then it poured
And I lost so much more than my senses
'Cause loving you had consequences"
I Know What You Did Last Summer,Camila Cabello,"Ah-ah, hey-hey
Ah-ah, ah-ah
Ah-ah, hey-hey
Ah-ah, ah-ah
He knows
Dirty secrets that I keep
Does he know it's killing me?
He knows, he knows
D-d-does he know
Another's hands have touched my skin?
I won't tell him where I've been
He knows, he knows, he knows
It's tearing me apart
She's slipping away (I'm slipping away)
Am I just hanging on to all the words she used to say?
The pictures on her phone
She's not coming home (I'm not coming home)
Coming home, coming home
I know what you did last summer (ah-ah)
Just lied to me, ""There's no other"" (hey-hey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (ah-ah)
Look me in the eyes, my lover (hey-hey)
I know what you did last summer
Tell me where you've been
I know, I know, I know, I know (ah-ah)
I know, I know, I know (hey-hey)
I know, I know, I know, I know (ah-ah)
I know, I know, I know (ah-ah)
I didn't mean it, no (ah-ah), I didn't mean it, mean it, no (hey-hey)
Can't seem to let you go (ah-ah)
Can't seem to hold you close (ah-ah)
I know
When she looks me in the eyes
They don't seem as bright
No more, no more
I know
That she loved me at one time
Would have promised her that night
Cross my heart and hope to die
It's tearing me apart (it's tearing me apart)
She's slipping away (I'm slipping away)
Am I just hanging on to all the words she used to say?
The pictures on her phone (the pictures on my phone)
She's not coming home (I'm not coming home)
Oh, na, na, na, oh, yeah
I know what you did last summer (ah-ah)
Just lied to me, ""There's no other"" (hey-hey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (ah-ah)
Look me in the eyes, my lover (hey-hey)
I know what you did last summer
Tell me where you've been
I know, I know, I know, I know
I know, I know, I know
I know, I know, I know, I know
I know, I know, I know (no, no)
Can't seem to let you go
Can't seem to keep you close
Hold me close
I can't seem to let you go
Can't seem to keep you close (you know I didn't mean it, though)
Tell me where you've been lately
Tell me where you've been lately
Just hold me close
Tell me where you've been lately
Tell me where you've been lately (don't, d-d-don't let me go)
Can't seem to keep you close
Can't seem to let you go (I didn't mean it, though)
I know you didn't mean it, though
I know you didn't mean it, though (I don't wanna let you go)
Tell me you didn't mean it, though (no, no, no)
Tell me you didn't mean it, though (can't seem to let you go)
I know you didn't mean it, though (seem to let you go)
I wanna know you mean it, though (hold me close)
I know you didn't mean it, though (just hold me close)
I know you didn't mean it, though
I can't seem to let you go
Can't seem to hold you close
I know what you did last summer (ah-ah)
Just lied to me, ""There's no other"" (hey-hey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (ah-ah)
Look me in the eyes, my lover (hey-hey)
I know what you did last summer
Tell me where you've been
I know, I know, I know, I know (ah-ah)
I know, I know, I know (hey-hey)
I know, I know, I know, I know (ah-ah)
I know, I know, I know (ah-ah), hey
I know, I know, I know, I know (ah-ah)
I know, I know, I know (hey-hey)
I know, I know, I know, I know (ah-ah)
I know, I know, I know (ah-ah)
I know"
Don't Go Yet,Camila Cabello,"Oh, my love, oh, yeah, yeah
I'm in love, yeah
I replayed this moment for months
Alone in my head waitin' for it to come
I wrote all your lines in the script in my mind
And I'd hoped that you'd follow it for once
I imagined myself in satin, the room was platinum and gold
I'd dance and catch your eye, you'd be mesmerized, oh
We'd find a corner there, your hands in my hair
Finally we're here, so why
Sayin' you got a flight, need an early night? No
Don't go yet
Oh yeah, don't go yet
Don't go yet
Oh yeah, don't go yet
Don't go yet
Oh yeah, don't go yet
Don't go yet
What you leavin' for, when my night is yours?
Just a little more, don't go yet
Baby, don't go yet 'cause I wore this dress for a little drama
And I bet, I bet that you think that you know, but you don't, baby, come to mama
I get, I get what I want when I want, and I get it how I wanna-wanna
And I want you, baby, gotta get you, baby
We'd find a corner there, your hands in my hair
Finally we're here, so why
Sayin' you got a flight, need an early night, no
Don't go yet
Oh yeah, don't go yet
Don't go yet
Oh yeah, don't go yet
Don't go yet
Oh yeah, don't go yet
Don't go yet
What you leavin' for, when my night is yours?
Just a little more, don't go yet
Dámelo
La-la-la-la-la-la-la-la (don't go yet)
La-la-la-la-la-la-la-la (don't go yet)
dale
(Oh-no-no, don't leave yet) ahora voy yo
(No te vayas, quédate)
(Oh-no-no, don't leave yet) stay a little longer
(No te vayas, quédate) know you really wanna
(Oh-no-no, don't leave yet) stay a little longer
(No te vayas, quédate) oh
Oh, yeah, don't go yet
Don't go yet (oh)
Oh, yeah, don't go yet
Don't go yet (oh, don't go yet)
Oh, yeah, don't go yet
Don't go yet (oh)
What you leavin' for, when my night is yours?
Just a little more
What you leavin' for, when my night is yours?
Yours, yours
What you leavin' for, when my night is yours?
Just a little more, don't go yet"
Liar,Camila Cabello,"I don't care, if you're here
Or if you're not alone
I don't care, it's been too long
It's kinda like we didn't happen
The way that your lips move
The way you whisper slow
I don't care, it's good, it's gone (uh)
I said, I won't lose control, I don't want it (ooh)
I said, I won't get too close but I can't stop it
Oh, no, there you go, making me a liar
Got me begging you for more
Oh, no, there I go, startin' up a fire, oh, no, no
Oh, no, there you go, you're making me a liar, I kinda like it though
Oh, no, there I go, startin' up a fire, oh, no, no (ooh)
You're watching, I feel it (hey)
I know I shouldn't stare (yeah, yeah)
I picture your hands on me
I think I wanna let it happen
But what if, you kiss me? (Yeah)
And what if, I like it?
And no one sees it
I said, I won't lose control, I don't want it (ooh)
I said, I won't get too close but I can't stop it (no)
Oh, no, there you go, making me a liar
Got me begging you for more
Oh, no, there I go, startin' up a fire, oh, no, no
Oh, no, there you go, you're making me a liar, I kinda like it though
Oh, no, there I go, startin' up a fire, oh, no, no
Oh, no, no, no
Here comes trouble, no, no
Startin' up a fire
I don't believe myself when I say
That I don't need you, oh
I don't believe myself when I say
So, don't believe me
Oh, no, there you go, you're making me a liar
Got me begging you for more
Oh, no, there I go, startin' up a fire, oh, no, no
Oh, no, there you go, making me a liar, I kinda like it though
Oh, no, there I go, startin' up a fire, oh, no, no
Yeah
Uh, yeah, yeah
Nah, yeah
Oh, no, no, no
Oh, no, no, no
Oh, no, you're making me a liar
'Cause my clothes are on the floor
Huh, huh, huh
Uh
Oh, no, no, no
Another fire"
My Oh My,Camila Cabello,"They say he likes a good time
(My, oh my)
He comes alive at midnight
(Every night)
My mama doesn't trust him
(My, oh my)
He's only here for one thing
But (so am I)
Yeah
A little bit older
A black leather jacket
A bad reputation
Insatiable habits
He was onto me, one look and I couldn't breathe
Yeah, I said, ""If you kiss me
I might let it happen""
I swear on my life that I've been a good girl
Tonight, I don't wanna be her
They say he likes a good time
(My, oh my)
He comes alive at midnight
(Every night)
My mama doesn't trust him
(My, oh my)
He's only here for one thing (let's go)
But (so am I)
Look, I'm the type to make her turn on her daddy
DaBaby make her forget what she learned from her daddy
I don't be trippin on lil' shawty, I let her do whatever she please
I don't be kissin' on lil' shawty, she don't be kissin' on me either
She came with you and then left with me, I went up a point, let's call it even (yeah)
Don't like the car she in, gonna end up buying her a new Beamer (let's go)
That girl know what she want, she make me take it off when she see me (let's go)
She say I make her wet whenever my face pop up on TV
I had to say, ""No disrespect, gotta do it safe or you can keep it""
Pop star, I'm fresh up out the trap and I'm goin' Bieber
She know I'm a call away, she can drop a pin and I come meet her
Stand next to me, you gon' end up catchin' a fever (yeah, yeah, yeah)
I'm hot (yeah)
I swear on my life that I've been a good girl (good girl, good girl)
Tonight, I don't want to be her
They say he likes a good time
(My, oh my)
He comes alive at midnight (he comes alive, oh every night)
(Every night)
My mama doesn't trust him
(My, oh my)
He's only here for one thing
But (so am I)
My, my, my, my, my, oh my
My mama doesn't trust you, baby
My, my, my, my, my, oh my
And my daddy doesn't know you, no
My, my, my, my, my, oh my
Oh, my, my, my, my, my, oh my
My, my, my, my, my, oh my
They say he likes a good time
(My, oh my)
He comes alive at midnight
(Every night)
My mam doesn't trust him
(My, oh my)
He's only here for one thing
But (so am I)"
Bam Bam,Camila Cabello,"You said you hated the ocean, but you're surfin' now
I said I'd love you for life, but I just sold our house
We were kids at the start, I guess we're grown-ups now, mm
Couldn't ever imagine even havin' doubts
But not everything works out, no
Now I'm out dancin' with strangers
You could be casually datin'
Damn, it's all changin' so fast
Así es la vida, sí
Yeah, that's just life, baby
Yeah, love came around and it knocked me down
But I'm back on my feet
Así es la vida, sí
Yeah, that's just life, baby
I was barely standin', but now I'm dancin'
He's all over me (goza)
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam (así es la vida)
Bidi-bam-bam-bam-bam, bam-bam (uh-huh)
Bidi-bam-bam-bam-bam, bam-bam (uh-huh)
Bidi-bam-bam-bam-bam, bam-bam (uh-huh)
Bidi-bam-bam-bam-bam
It's been a hell of a year, thank God we made it out
Yeah, we were riding a wave, and trying not to drown
And on the surface, I held it together but underneath, I sorta came unwound
Where would I be? You're all that I need, my world, baby, you hold me down
You always hold me down, now
I've been a breaker and broken
Every mistake turns to moments
Wouldn't take anything back
Así es la vida, sí (así e')
Yeah, that's just life, baby
Yeah, love came around and it knocked me down
But I'm back on my feet
Así es la vida, sí
Yeah, that's just life, baby
I was barely standin', but now I'm dancin'
He's all over me
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam (ahí, ahí)
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam, bam-bam
Bidi-bam-bam-bam-bam (pónganle azúcar, mi gente)
Y sigue bailando, hey
Y sigue bailando, ajá (keep dancing, yeah)
Y sigue bailando (keep dancing, yeah)
Y sigue bailando (ayy)
ajá, y sigue bailando
(Keep dancing, yeah) y sigue bailando (ayy)
(Hay amor en todos lados) y sigue bailando, uoh
(Sigue, sigue, sigue bailando)
Así es la vida, sí
Yeah, that's just life, baby
Yeah, love came around and it knocked me down
But I'm back on my feet
Así es la vida, sí
Yeah, that's just life, baby
I was barely standin', but now I'm dancin'
She's all over me (hey, hey)
Now I'm, now I'm dancin' (keep dancing, yeah)
Now I'm, now I'm dancin' (keep dancing, yeah)
Now I'm, now I'm dancin' (keep dancing, yeah)
(Bam-bam-bam-bam) (hey, hey)
And now I'm dancin' (keep dancing, yeah)
Now I'm dancin' (keep dancing, yeah)
(Bam-bam-bam-bam) eh"
Never Be the Same,Camila Cabello,"Something must've gone wrong in my brain
Got your chemicals all in my veins
Feeling all the highs, feeling all the pain
Let go on the wheel, it's the bullet lane
Now I'm seeing red, not thinking straight
Blurring all the lines, you intoxicate me
Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never, ever, ever be the same
I'll never be the same
I'll never be the same
I'll never be the same
Sneaking in L.A. when the lights are low
Off of one touch, I could overdose
You said, ""Stop playing it safe, girl""
""I wanna see you lose control""
Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never, ever, ever be the same
I'll never be the same
I'll never be the same
I'll never be the same
You're in my blood
You're in my veins
You're in my head (I blame)
You're in my blood
You're in my veins
You're in my head (I'm sayin')
I'm saying it's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame (you're to blame)
Just one hit of you, I knew I'll never be the same
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never, ever, ever be the same"
